"STUDY_PROGRAMME_ID","NAME_CS","NAME_EN","FACULTY_ID","P_TYPE","P_FORM","GRADUATE_PROFILE_CS","GRADUATE_PROFILE_EN","JAZYK"
N0533A110012,Biofyzika a chemická fyzika,Biophysics and Chemical Physics,"11320",N,D,,,CS
N0613A140018,Informatika - Vizuální výpočty a vývoj počítačových her,Computer Science - Visual Computing and Game Development,"11320",N,D,"Absolventi se uplatní při návrhu a vývoji grafických systémů a počítačových her, mohou však působit na jakékoliv pozici vyžadující logické myšlení, schopnost analýzy a algoritmický přístup či využití metod informatiky. Podle zvoleného zaměření jsou absolventi vybaveni hlubokými znalostmi z počítačové grafiky a analýzy obrazu, anebo jejich znalosti pokrývají vývoj rozsáhlých herních projektů, aplikací pracujících v reálném čase, programování přenosných zařízení, jakožto i základy umělé inteligence a počítačové grafiky v kontextu počítačových her. Absolventi umí tyto znalosti aplikovat při řešení konkrétních praktických úkolů a mohou pracovat ve výzkumu a vývoji jak v praxi, tak v akademické sféře.
","Graduates have expertise in the design and development of graphical systems and computer games, but they can work in any position which requires logical thinking, analytic and algorithmic approaches or the use of methods of computer science. Depending on the chosen focus, graduates have a deep knowledge of computer graphics and image analysis, and their expertise covers the development of large-scale gaming projects, real-time applications, programming of portable devices, as well as the foundations of artificial intelligence and computer graphics in the context of computer games. Graduates can apply this knowledge to solve specific practical tasks. They can work in research and development both in the private sector and in academia.
",CS
P0541D170010,Numerická a výpočtová matematika,Computational mathematics,"11320",D,E,"Absolvent získal hluboké teoretické znalosti a praktické dovednosti pro numerické řešení matematických problémů popisujících různé přírodní, technické a společenské jevy.  Absolvent je schopen pro daný problém navrhnout optimální způsob řešení zahrnující volbu vhodné metody a její efektivní algoritmizaci. Tuto metodu dokáže analyzovat a provést vlastní implementaci na počítačích. Výstupy metod pak umí správně interpretovat a následně navrhnout případnou úpravu metod. Je schopen též vyhodnotit možnosti a slabiny uvažovaných přístupů. Absolvent je též schopen posoudit vhodnost použití metod a implementací v aplikačním softwaru.
","The graduate gained deep theoretical knowledge and practical skills for the numerical solution of mathematical problems describing various natural, technical or social phenomena. He/she is able to propose an optimal solution approach for the given problem, including the choice of a suitable method as well as its efficient algorithmization. The graduate is able to analyze the chosen method and to implement it on computers. He/she is able to evaluate the outputs of the computational process and consequently propose suitable modifications of the applied technique. The graduate can recognize the limits and weaknesses of the approaches used and assess the suitability of methods and implementations in application software.
",CS
P0533D110028,Fyzika kondenzovaných látek a materiálový výzkum,Physics of Condensed Matter and Materials Research,"11320",D,E,"Absolvent tohoto programu je odborník připravený pro samostatnou vědeckou práci v základním i aplikovaném výzkumu v oblastech studia fyzikálních vlastností kondenzovaných látek a materiálů. Má hluboké znalosti odpovídajících teoretických přístupů (kvantová teorie, termodynamická a statistická fyzika) a jejich aplikací v teoretické a experimentální fyzice kondenzovaných soustav. Je seznámen s moderními experimentálními metodami a technologickými postupy. Velmi dobře se uplatňuje na pracovištích základního fyzikálního, materiálového, chemického a biomedicínského výzkumu a na vysokých školách uvedeného zaměření, ale i jako vedoucí odborník v laboratořích aplikovaného materiálového výzkumu a vývoje nebo průmyslových zkušebních laboratořích.","The graduate of this doctoral program is a specialist qualified for independent scientific work in basic and applied research in the field of study of physical properties of condensed matter and material research. He has a deep knowledge of relevant theoretical approaches (quantum theory, thermodynamic and statistical physics) and their application in theoretical and experimental physics of condensed systems. He is acquainted with modern experimental methods and technological processes. He is fully qualified for work in physical, material, chemical and biomedical research institutions and universities but also as a leader in laboratories of applied material research and development or in testing laboratories in industry.",CS
B0613A140006,Informatika,Computer Science,"11320",B,D,,,CS
B0613A140006,Informatika,Computer Science,"11320",B,D,,,CS
B0613A140006,Informatika se specializací Systémové programování,Computer Science with specialisation in Systems Programming,"11320",B,D,"Absolvent má dobré povědomí o fungování hardware, operačních systémů a moderních softwarových platforem. Orientuje se v problematice distribuovaných a paralelních systémů a je schopen efektivně pracovat v prostředí rychlého rozvoje nových technologií. Navrhuje a implementuje algoritmická řešení problémů a zohledňuje vliv velikosti problému na efektivitu řešení a nároky na výpočetní prostředky. Má hlubší znalost moderních programovacích jazyků a při návrhu a vývoji softwarových systémů používá moderní nástroje a postupy. V neposlední řadě rovněž disponuje znalostmi potřebnými pro úspěšné pokračování v navazujícím magisterském studiu informatiky.","The graduate has a good understanding of how hardware, operating systems, and modern software platforms function. He/she is well oriented in distributed and parallel systems, and is capable of an efficient work in the environment of rapidly developing new technologies. He/she designs and implements algorithmic solutions of problems while considering the impact of the problem size on the efficiency of the solution and the demands on computational resources. He/she has deep knowledge of modern programming languages and uses modern tools and methods when designing and developing software systems. Last but not least, he/she possesses knowledge needed for a successful study of computer science on a master level.",CS
N0541A170014,Matematická analýza,Mathematical Analysis,"11320",N,D,"Absolvent studijního programu Matematická analýza má pokročilé znalosti v základních oblastech matematické analýzy (teorie reálných funkcí, komplexní analýza, funkcionální analýza, teorie obyčejných i parciálních diferenciálních rovnic), rozumí jejich vzájemným souvislostem, jakož i souvislostem s dalšími matematickými obory. Je schopen pokročilé teoretické metody aplikovat při řešení konkrétních problémů. Je připravován na doktorské studium, ale nabyté znalosti i schopnosti může úspěšně uplatnit i
v jiných oborech či v praktických zaměstnáních (ekonomika, technika, finanční sféra, přírodní vědy).","A graduate of the study program Mathematical analysis has advaced knowledge in basic areas of mathematical analysis (theory of real functions, complex analysis, functional analysis, theory of ordinary and partial differential equations) and understands their mutual connections, including connections to other areas of mathematics. He or she is able to apply advanced theoretical methods to solving concrete problems. He or she is prepared for a PhD study, but the acquired knowledge and ability can be succesfully used in other areas (economics, technics, finance, natural sciences) as well.",CS
P0533D110017,Kvantová optika a optoelektronika,Quantum Optics and Optoelectronics,"11320",D,D,"Absolvent programu má hluboké teoretické i experimentální znalosti z kvantové optiky a optoelektroniky. Je připraven provádět samostatně vědecký výzkum, prezentovat získané výsledky na konferencích a v časopiseckých vědeckých článcích. Může se uplatnit jak v základním, tak aplikovaném výzkumu na vysokých školách, výzkumných ústavech i v průmyslu.
","The graduate in this branch of study has a sound theoretical and experimental knowledge of quantum optics and optoelectronics. He/she is able to conduct an independent scientific research and present the obtained results at conferences and in journal publications. The graduates can find employment in both fundamental and applied research at universities, research institutes, and in industry.
",CS
P0613D140009,Informatika - Softwarové systémy,Computer Science - Software Systems,"11320",D,E,"Absolvent disponuje odbornými znalostmi v klíčových oblastech informatiky týkajících se softwarových systémů. Tyto znalosti je schopen rozvíjet samostatným i týmovým výzkumem, aplikovat v praxi a předávat ve výuce. Absolvent má také obecné znalosti a dovednosti potřebné k systematickému získávání a aplikaci poznatků při řešení problémů – je schopen výstižně charakterizovat problém, systematicky získat potřebné poznatky, tvořivě je aplikovat při řešení problému, a konečně obhájit své řešení v mezinárodní konkurenci. Absolvent je schopen průběžné adaptace na podmínky a požadavky praxe v kontextu intenzivně se vyvíjejícího oboru.
","The graduate possesses advanced computer science knowledge in the software systems domain, and can further expand this knowledge through both individual and team research activities, apply this knowledge in practice, and pass it on through teaching. The graduate also commands general knowledge and skills required to systematically apply specialized knowledge in problem solving – identifying the problem at hand, collecting relevant information, creatively applying this information to solve the problem, and defending the solution in competitive international contexts. The graduate can adapt to the conditions and requirements of dynamically evolving software systems practice.
",CS
P0541D170017,"Geometrie, topologie, a globální analýza","Geometry, topology, and global analysis","11320",D,D,"Absolvent(ka) získal(a) rozsáhlou a důkladnou znalost teoretických základů hlavních matematických disciplín daného programu. Je  schopen (schopna) se učit a užívat nové matematické poznatky, nové matematické metody a teorie, rozvíjet je a používat je, a presentovat jejich výsledky na mezinárodních vědeckých konferencích. Jsou předurčeni k akademické dráze na univerzitách a výzkumných ústavech, a ve firmách, které mají oddělení pro aplikovaný výzkum a vývoj. Jejich vzdělání je velmi vhodné pro aplikace v matematické fyzice.
","The graduate has a broad and comprehensive knowledge of theoretical foundations of main mathematical disciplines of the program. He/she is trained to learn and use new scientific achievements, new mathematical methods and theories, to develop them and to apply them, and to present their results at international conferences and meetings. The graduates are very suitable for an academic career at universities, scientific institutes, and also in companies having applied research and development branches. Their education is in particular suitable for applications in mathematical physics.
",CS
B0533A110001,Fyzika,Physics,"11320",B,D,"Absolvent studijního programu Fyzika má ucelené znalosti v experimentální a teoretické fyzice pokrývající všechny obory fyziky. Současně získal i velmi solidní znalosti z matematiky a osvojil si i základy programování. Volbou povinně volitelných a volitelných předmětů měl student možnost získat prohloubené znalosti v jednom z deseti oborů fyziky. Vzhledem k šíři vzdělání, přizpůsobivosti a všeobecně oceňované schopnosti abstraktního a tvořivého myšlení je student výborně připraven jak na navazující magisterské studium, tak na zaměstnání v řadě prakticky orientovaných oborů, kde jsou tyto schopnosti vyžadovány.
","The graduate has a comprehensive knowledge of experimental and theoretical physics covering the whole spectrum of physical sciences. The graduate has also obtained a solid knowledge of mathematics and computer science, and has a deeper knowledge of one particular field of physics. With a broad education, adaptability and generally recognized capacity for creative and abstract thinking, the graduate is well prepared for subsequent master studies, as well as for a career elsewhere in technology and commercial sectors.
",CS
P0541D170013,Obecné otázky matematiky a informatiky,General Questions of Mathematics and Computer Science,"11320",D,D,"Absolvent je vybaven odbornými znalostmi vysokoškolské matematiky/informatiky, orientuje se v historii příslušné disciplíny. Rozšířil a prohloubil své znalosti získané v navazujícím magisterském studiu o další poznatky odpovídající zaměření jeho disertační práce. Je rovněž dobře obeznámen s nejdůležitějšími metodami ve výuce matematiky/informatiky.
","The graduate possesses a knowledge of university mathematics/computer science, and is familiar with the history of the subject. His/her skills acquired in the master's program have been deepened and extended in the area related to his/her dissertation thesis. The graduate is also acquainted with the most important methods in the education of mathematics/computer science.",CS
N0114A300065,Učitelství informatiky pro střední školy,Teacher Education of Computer Science for Upper Secondary Schools,"11320",N,D,,,CS
N0619A140003,Informatika - Umělá inteligence,Computer Science - Artificial Intelligence,"11320",N,D,"Absolvent programu dokáže aplikovat a dále rozvíjet techniky návrhu inteligentních systémů, jako je formální modelování znalostí a komplexních systémů prostředky matematické logiky a teorie pravděpodobnosti, automatické řešení úloh, plánování a rozvrhování, řízení autonomních agentů (jak virtuálních, tak fyzických), strojové učení a dolování dat. Je schopen analyzovat a formálně popsat komplexní rozhodovací problém, navrhnout vhodnou řešící techniku a tuto techniku implementovat. Absolventi oboru mohou pracovat ve výzkumu a vývoji v akademické sféře i v praxi na jakékoliv pozici vyžadující logické myšlení, schopnost analýzy a algoritmický přístup či využití moderních metod informatiky (deklarativní a přírodou inspirované programování). 
","Graduates can apply and further extend techniques for the design of intelligent systems, including knowledge modelling and formal modelling of complex systems by means of mathematical logic and probability theory, automated problem solving, planning and scheduling, control of autonomous agents (both virtual and physical), machine learning, and data mining. They are also able to analyse and formally model a complex decision problem, propose an appropriate solving technique, and implement it. Graduates can work in research and development in either academia or industry in any position requiring logical reasoning, analytical capabilities, an algorithmic approach, and the exploitation of modern methods of computer science (declarative and nature-inspired programming).
",CS
