"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NTVY006,Zájmová tělesná výchova,Optional Physical Education,"2024","9999","11320","32-KTV",V,"3","1",CZE,"0","2",,,HT,Z,1,"71059",,,,180
NTVY014,Tělesná výchova I,Physical Education I,"2019","2020","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"11152",,,,
NTVY014,Tělesná výchova I,Physical Education I,"2021","2021","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"11152",,,,
NTVY014,Tělesná výchova I,Physical Education I,"2022","9999","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"71059",,,,
NTVY015,Tělesná výchova II,Physical Education II,"2019","2020","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"11152",,,,560
NTVY015,Tělesná výchova II,Physical Education II,"2021","2021","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"11152",,,,560
NTVY015,Tělesná výchova II,Physical Education II,"2022","9999","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"71059",,,,575
NTVY016,Tělesná výchova III,Physical Education III,"2019","2020","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"11152",,,,
NTVY016,Tělesná výchova III,Physical Education III,"2021","2021","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"11152",,,,
NTVY016,Tělesná výchova III,Physical Education III,"2022","9999","11320","32-KTV",V,"1","1",CZE,"0","2",,,HT,Z,1,"71059",,,,
NTVY017,Tělesná výchova IV,Physical Education IV,"2019","2020","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"11152",,,,340
NTVY017,Tělesná výchova IV,Physical Education IV,"2021","2021","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"11152",,,,340
NTVY017,Tělesná výchova IV,Physical Education IV,"2022","2022","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"71059",,,,355
NTVY017,Tělesná výchova IV,Physical Education IV,"2023","2023","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"71059",,,,380
NTVY017,Tělesná výchova IV,Physical Education IV,"2024","9999","11320","32-KTV",V,"2","1",CZE,"0","2",,,HT,Z,1,"71059",,,,385
NTVY018,Letní výcvikový kurz,Summer Training,"2016","2020","11320","32-KTV",V,"2","1",CZE,"0","0",,,DS,Z,1,"11239","11152",,,
NTVY018,Letní výcvikový kurz,Summer Training,"2021","2021","11320","32-KTV",V,"2","1",CZE,"0","0",,,DS,Z,1,"11239","11152",,,
NTVY018,Letní výcvikový kurz,Summer Training,"2022","9999","11320","32-KTV",V,"2","1",CZE,"0","0",,,DS,Z,1,"71059",,,,
NTVY019,Zimní výcvikový kurz,Winter Training,"2016","2020","11320","32-KTV",V,"1","1",CZE,"0","0",,,DS,Z,1,"11239","11152",,,
NTVY019,Zimní výcvikový kurz,Winter Training,"2021","2021","11320","32-KTV",V,"1","1",CZE,"0","0",,,DS,Z,1,"11239","11152",,,
NTVY019,Zimní výcvikový kurz,Winter Training,"2022","9999","11320","32-KTV",V,"1","1",CZE,"0","0",,,DS,Z,1,"71059",,,,
NUFY032,Mechanika kontinua,Continuum Mechanics,"2009","9999","11320","32-KDF",Z,"1","1",,"2","0",,,HT,K,3,"12962",,,,
NUFY080,Fyzika I (mechanika),Physics I (Mechanics),"2019","9999","11320","32-KDF",N,"1","1",CZE,"4","2",,,HT,*,8,"11846","12410",,,
NUFY097,Teorie relativity,Theory of Relativity,"2014","2020","11320","32-KDF",V,"2","1",,"2","0",,,HT,K,2,"11846",,,,
NUFY097,Teorie relativity,Theory of Relativity,"2021","9999","11320","32-KDF",N,"2","1",CZE,"2","0",,,HT,K,2,"11846",,,,
NUIN016,Složitost algoritmů a problémů,Algorithm and Problem Complexity,"2006","9999","11320","32-KSVI",Z,"2","1",,"2","1",,,HT,*,5,,,,,
NUIN019,Základy tvorby webu,Introduction to Web Development,"2021","2021","11320","32-KSVI",V,"1","1",CZE,"1","2",,,HT,F,4,"13270",,,,
NUIN019,Základy tvorby webu,Introduction to Web Development,"2022","2022","11320","32-KSVI",N,"1","1",CZE,"1","2",,,HT,F,4,"13270",,,,
NUIN019,Základy tvorby webu,Introduction to Web Development,"2023","2023","11320","32-KSVI",V,"1","1",CZE,"1","2",,,HT,F,4,"13270",,,,
NUIN019,Základy tvorby webu,Introduction to Web Development,"2024","9999","11320","32-KSVI",V,"1","1",CZE,"1","2",,,HT,F,4,"13270",,,,
NXXX005,NFOF8BX,NFOF8BX,"2019","2021","11320","32-STUD",V,"1","1",CZE,"0","0",,,DS,-,0,,,,,
NXXX005,NFOF8BX,NFOF8BX,"2022","9999","11320","32-STUD",Z,"1","1",CZE,"0","0",,,DS,-,0,,,,,
NXXX010,NIDS8MX,NIDS8MX,"2019","2021","11320","32-STUD",V,"1","1",CZE,"0","0",,,DS,-,0,,,,,
NXXX010,NIDS8MX,NIDS8MX,"2022","9999","11320","32-STUD",Z,"1","1",CZE,"0","0",,,DS,-,0,,,,,
NZZZ024,Hydrologie,Hydrology,"1348","9999","11320","32-PRFUK",Z,"1","1",,"1","2",,,HT,*,5,,,,,
NZZZ263,Latina II,Latin II,"2005","9999","11320","32-FFUK",Z,"1","2",,"0","2","0","2",HT,-*,6,,,,,
