"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NDBI025,S,CZE,sylabus,"- 1) Úvod do modelování dat
- 2) Konceptuální modelování strukturovaných dat
- 3) Přehled logických modelů dat
- 4) Relační model dat - definice a tvorba tabulek
- 5) Relační model dat - SQL dotazování
- 6) Relační model dat - formální základy a metody
- 7) Transakce v SQL
- 8) Moderní (ne-relační) databázové systémy
- 9) Nestrukturovaná data - multimediální DB
- 10) Reprezentace dat v souborech
- 11) Architektonická role databázového systému
",ALL
NDBI025,S,ENG,syllabus,"- 1) Introduction to data modeling
- 2) Conceptual modeling of structured data
- 3) Logical data models
- 4) Relational model - data definition
- 5) Relational model - SQL querying
- 6) Relational model - selected formal methods
- 7) Transactions
- 8) Modern (non-relational) database systems
- 9) Unstructured data - multimedia
- 10) Data file formats
- 11) Architectures of database systems
",ALL
NDBI028,A,CZE,anotace,"Postrelační databáze Caché. Nástroje pro vývoj internetových aplikací Caché Server Pages. Podpora XML v Caché, definování a používání WebServices, Caché jako SOAP klient. Dostupnost pomocí ActiveX, .NET, Java, EJB, C++. Bude probírána interní organizace databází, nástroje pro správu a konfiguraci, problematika návrhu praktických vícejazyčných a temporálních datových struktur. Principy zabezpečení Caché a specifika nastavení národního prostředí.",ALL
NDBI028,A,ENG,annotation,"Caché is a postrelational database management system optimized for the rapid development and deployment of high-performance, massively scalable Web and client/server applications. Caché Server Pages - fast Web application development. XML enabled classes in Caché, definition and usage of WebServices, Caché as SOAP client. eXtc's persistent W3C DOM architecture. Caché connectivity via ActiveX, .NET, Java, EJB, C++. Logical and physical organisation of the database, management and configuration tools. Design of multilingual and temporal data structures.
",ALL
NDBI028,S,CZE,sylabus,"1. Caché Server Pages - objektově orientovaný vývoj webových aplikací
2. CSP - Developing Custom Tags
3. XML podpora, WebServices, SOAP klient
4. Implementace DOM v Caché - eXtc 
5. Konektivita z C/C++, Caché ActiveX Gateway, .NET
6. Konektivita z Java, Caché EJB Binding 
7. Logická a fyzická struktura databází
8. Nástroje pro správu, zálohování, stínování, žurnálování
9. Problematika návrhu síťových a vícejazyčných aplikací
10. Návrhy temporálních datových struktur
11. Caché security 
12. Národní nastavení - National Language Support 
",ALL
NDBI028,S,ENG,syllabus,"1. Caché Server Pages
2. CSP - Developing Custom Tags
3. support for XML, WebServices, SOAP client
4. DOM implementation - eXtc 
5. C/C++/.NET connectivity, Caché ActiveX Gateway
6. Java connectivity, Caché EJB Binding 
7. Logical and physical organisation of the database
8. Management and configuration tools
9. Design of multilingual and multi-user applications
10. Design of temporal data structures
11. Caché security 
12. Národní nastavení - National Language Support 
",ALL
NDGF026,A,CZE,anotace,"Zdroje dat na povrchu Země a ve vnějším prostoru. Obecná formulace okrajových úloh teorie potenciálu ve 
fyzikální geodézie. Typy úloh. Perturbace výchozího modelu gravitačního pole a tvaru Země. Klasické a moderní 
metody řešení lineárních geodetických okrajových úloh. Geodetická interpretace výsledků, historie a význam 
předmětu.
",ALL
NDGF026,A,ENG,annotation,"Data sources on the Earth's surface and in its exterior. General formulation of boundary value problems of potential 
theory in physical geodesy. Categories of problems. Perturbations of an initial model of the gravitational field and 
figure of the Earth. Classical and modern methods in the solution of linear geodetic boundary value problems. 
Geodetic interpretation of the results, history and the importance of the subject.
",ALL
NDGF026,C,CZE,cíl předmětu,"Cílem předmětu je podat především výklad týkající se vlastního obsahu studia gravitačního pole a tvaru Země s důrazem na jeho geodetický a geofyzikální význam a současně také objasnit motivaci a metody klasické a moderní fyzikální geodézie. Během výkladu je předmět presentován ve smyslu své matematické formulace. Je diskutována matematická povaha typických úloh náležejících ke studované problematice a jsou ukázány metod jejich řešení. Součástí předmětu je i přehled o současných domácích i mezinárodních aktivitách v dané oblasti.
",ALL
NDGF026,C,ENG,aim of subject,"The objectives of the subject are to give in the first place an explanation concerning the very content of studies on gravitational field and figure of the Earth with emphasis on their geodetic and geophysical importance and at the same time also to clarify the motivation and methods of classical and modern physical geodesy. Within the explanation the subject is presented in terms of its mathematical formulation. The mathematical nature of typical problems belonging to the topic under study is discussed and methods for their solution are shown. The subject also contains a review on contemporary domestic and international activities in the given field.
",ALL
NDGF026,S,CZE,sylabus,"Zdroje údajů o tíhovém potenciálu na povrchu Země. Informace o gravitačním potenciálu z kosmických geodetických metod.

Obecná formulace okrajových úloh teorie potenciálu ve fyzikální geodézii. Volba systému souřadnic a popis tvaru Země vyjádřený vnořením jednotkové sféry do Euklidova třírozměrného prostoru. Geodetické okrajové úlohy s pevnou hranicí, volnou hranicí a smíšené úlohy - Stokesova a Moloděnského úloha, gravimetrická okrajová úloha, altimetricko-gravimetrické úlohy. Poznámka o úlohách v letecké gravimetrii a družicové gradiometrii.

Linearizace geodetických okrajových úloh, infinitesimální a konečné perturbace výchozího modelu tvaru a tíhového pole Země - polohová anomálie, tížnicové odchylky, teluroid, kvazigeoid, geoid a vztah k systémům výšek. Ztráta hladkosti při iteračních řešeních.

Klasické a moderní metody řešení lineárních geodetických okrajových úloh - metoda integrálních rovnic, metoda Greenových funkcí, princip metod založených na konceptu Hilbertových prostorů - funkcionální base, variační a kolokační metody. Postupné aproximace při vyjádření vlivu topografie.

Geodetický a geofyzikální význam předmětu, jeho historie a současný rozvoj, mezinárodní spolupráce v dané problematice.
",ALL
NDGF026,S,ENG,syllabus,"Surface data sources on the gravity potential of the Earth's. Information on the gravitational potential from space geodetic methods.

General formulation of boundary value problems of potential theory in physical geodesy. Choice of the system of coordinates and the representation of the figure of the Earth as an embedding of the unit sphere in Euclidean three-dimensional space. Geodetic fixed, free and mixed boundary value problems - Stokes' and Molodensky's problem, gravimetric boundary value problem, altimetry-gravimetry boundary value problems. A note on problems in airborne gravimetry and satellite gradiometry.

The linearization of geodetic boundary value problems, infinitesimal and finite perturbations of an initial model of the figure and gravity field of the Earth - position anomaly, deflections of the vertical, telluroid, quasi-geoid, geoid and the tie to systems of heights. The loss of smoothness in iteration solutions.

Classical and modern methods in the solution of linear geodetic boundary value problems - integral equations method, Green's function method, principle of methods based on the concept of Hilbert spaces - function bases, variational and collocation methods. Successive approximations in the representation of topography effects.

Geodetic and geophysical importance of the subject, its history and present state, international co-operation in the field.
",ALL
NDIM006,A,CZE,anotace,"Pro studenty učitelství pro SŠ v 1. ročníku navazujícího magisterského studia. Rozsah alespoň 10 hodin hospitací 
a 10 výstupů.
",ALL
NDIM006,A,ENG,annotation,"For 4th year of future high school teachers programm.",ALL
NDIM006,S,CZE,sylabus,"",ALL
NDIM006,S,ENG,syllabus,"",ALL
NDIR061,A,CZE,anotace,"Pokračování přednášky Variační počet I. Podstatná část bude věnována výkladu moderních metod. Obsah je možné modifikovat podle zájmů posluchačů.
",ALL
NDIR061,A,ENG,annotation,"The main task of the calculus of variation is to search and investigate
minimizers of functionals on spaces of differentiable functions.

",ALL
NDIR061,S,CZE,sylabus,"1. Základní věta variačního počtu. Polospojitost a slabá polospojitost, koercivita. 

2. Nutné podmínky pro existenci minima, Euler - Lagrangeovy rovnice. 

3. Zobecněná řešení Euler - Lagrangeových rovnic a rozšíření funkcionálu. Skalární a vektorový případ. 

4. Funkcionály na Sobolevových prostorech. Souvislost slabé polospojitosti zdola s konvexitou funkcionálu ve skalárním a ve vektorovém případě. 

5. Relaxované funkcionály a věty o relaxaci. 

6. Homogenizace a G- konvergence. ",ALL
NDIR061,S,ENG,syllabus,"The program of the course consists of existence methods (lower semicontinuity of convex, quasiconvex and polyconvex functionals, relaxation), regularity of minimizers (based on Euler-Lagrange differential equations) and a brief survey of special problems (like the minimal surface problem or the case of energy functional in the theory of elasticity). 
",ALL
NDIR064,A,CZE,anotace,"Řešení nelineárních eliptických rovnic v divergenčním tvaru, formulace úlohy, její řešení pomocí variačních metod. Parabolické rovnice.
",ALL
NDIR064,A,ENG,annotation,"The subject of this course is a treatment of nonlinear differential equations. It contains: divergent differential equations, variational methods, applications of theory of monotone and potential operators for elliptic and parabolic equations and numerical methods.",ALL
NDIR064,C,CZE,cíl předmětu,"Řešení nelineárních eliptických rovnic v divergenčním tvaru, formulace úlohy, její řešení pomocí variačních metod. Parabolické rovnice.",ALL
NDIR064,C,ENG,aim of subject,"Solution of nonlinear elliptic equations in divergence form. Parabolic equations.",ALL
NDIR064,P,CZE,požadavky ke kontrole studia,"Zkouška dle sylabu.",ALL
NDIR064,P,ENG,requirements for assessment of study,"Examination according to the syllabus.",ALL
NDIR064,S,CZE,sylabus,"Funkcionálně-analytická definice okrajových úloh. Energetické rozšíření. 

Parciální diferenciální rovnice 2. řádu v divergentním tvaru. Příklady. 

Němyckého operátor a jeho vlastnosti. 

Carathéodoryho růstové podmínky.

Variační formulace okrajových úloh v divergentním tvaru. 

Aplikace variačních metod k řešení nelineárních okrajových parciálních diferenciálních rovnic, aplikace teorie monotonních a potenciálních operátorů. 

Základy teorie nelineárních parabolických rovnic, formulace úloh, věty o existenci a jednoznačnosti řešení. 

Bochnerovy prostory funkcí.",ALL
NDIR064,S,ENG,syllabus,"Functional analytical definition of boundary value problems (BVP). 
 
Partial differential equations of second order in a divergence form. 

Carathéodory properties.
 
The Nemytskij operator and its properties.
 
Variational formulation of boundary value problems. 
 
Application of variational methods and theory of monotone and potential operators for the solution of BVP. 
 
Introduction in the theory of parabolic equations.

Bochner spaces.",ALL
NDMA005,A,CZE,anotace,"Základní přednáška oboru matematika.
",ALL
NDMA005,A,ENG,annotation,"Basic course for program of study on mathematics. Elements of 
set theory (sets, relations), introduction to combinatorics and graph 
theory.
",ALL
